序号	分类目	昆虫名称	共生体分类属	共生体名称	功能
RISB2492	Lepidoptera	Anticarsia gemmatalis	Bacillus	Bacillus	Counteract anti-herbivore plant defences
RISB2493	Lepidoptera	Anticarsia gemmatalis	Enterococcus	Enterococcus gallinarum	allow the adaptation of this insect to plants rich in protease inhibitors, minimizing the potentially harmful consequences of protease inhibitors from some of this insect host plants, such as soybean
RISB2494	Lepidoptera	Anticarsia gemmatalis	Enterococcus	Enterococcus mundtii	allow the adaptation of this insect to plants rich in protease inhibitors, minimizing the potentially harmful consequences of protease inhibitors from some of this insect host plants, such as soybean
RISB2495	Lepidoptera	Anticarsia gemmatalis	Enterococcus	Enterococcus gallinarum	protein hydrolase activity for proteases, serine proteases, and cysteine proteases
RISB2496	Lepidoptera	Anticarsia gemmatalis	Enterococcus	Enterococcus mundtii	protein hydrolase activity for proteases, serine proteases, and cysteine proteases
RISB2497	Lepidoptera	Anticarsia gemmatalis	Staphylococcus	Staphylococcus xylosus	allow the adaptation of this insect to plants rich in protease inhibitors, minimizing the potentially harmful consequences of protease inhibitors from some of this insect host plants, such as soybean
RISB2498	Hemiptera	Cicadidae species	Candidatus Karelsulcia	Sulcia muelleri	support the production of eight of the 10 essential amino acids by Sulcia (arginine, phenylalanine, tryptophan, lysine, threonine, isoleucine, leucine, and valine),
RISB2499	Hemiptera	Cicadidae species	Candidatus Karelsulcia	Candidatus Karelsulcia muelleri	None
RISB2500	Hemiptera	Cicadidae species	Candidatus Palibaumannia	Baumannia cicadellinicola	support the production of  two (methionine and histidine) by Baumannia in GWSS
RISB2501	Hymenoptera	Encarsia inaron	Wolbachia	Wolbachia	Wolbachia caused CI in E. inaron
RISB2502	Coleoptera	Dendroctonus ponderosae	Leptographium	Grosmannia clavigera	None
RISB2503	Coleoptera	Dendroctonus ponderosae	Ophiostoma	Ophiostoma montium	None
RISB2504	Blattodea	Blattella germanica	Blattabacterium	Blattabacterium strain Bge	codes for the complete urea cycle that, in combination with urease, produces ammonia as an end product
RISB2505	Blattodea	Blattella germanica	Candidatus Blochmanniella	Blochmannia	produce ammonia from dietary urea and then use it as a source of nitrogen
RISB2506	Hemiptera	Acyrthosiphon pisum	Candidatus Hamiltonella	Candidatus Hamiltonella defensa 5AT	can block larval development of the solitary endoparasitoid wasps Aphidius ervi and Aphidius eadyi, rescuing the aphid hos
RISB2507	Hymenoptera	Solenopsis invicta	Bacillus	Bacillus spp.	None
RISB2508	Diptera	Drosophila simulans	Wolbachia	Wolbachia	increase olfactory response of flies by regulating the expression of olfaction-related genes in hosts
RISB2509	Lepidoptera	Eldana saccharina	Fusarium	Fusarium proliferatum	significantly improve the host survival and development
RISB2510	Lepidoptera	Eldana saccharina	Fusarium	Fusarium pseudonygamai	significantly improve the host survival and development
RISB2511	Diptera	Simulium vittatum	Zancudomyces	Smittium culisetae	None
RISB2512	Diptera	Aedes aegypti	Zancudomyces	Smittium culisetae	None
RISB2513	Blattodea	Periplaneta americana	Blattabacterium	Blattabacterium str. BPLAN	can recycle nitrogen from urea and ammonia, which are uric acid degradation products, into glutamate, using urease and glutamate dehydrogenase
RISB2514	Lepidoptera	Lymantria dispar	None	gut bacteria	reservoir of antibiotic resistance genes with the potential for dissemination
RISB2515	Hemiptera	Aphis gossypii	Rickettsia	Rickettsia in the B biotype	None
RISB2516	Diptera	Drosophila simulans	Wolbachia	Wolbachia wRi	induces very strong cytoplasmic incompatibility in its natural host Drosophila simulans
RISB2517	Hymenoptera	Muscidifurax uniraptor	Wolbachia	Wolbachia wUni	responsible for the induction of parthenogenesis in the parasitoid wasp Muscidifurax uniraptor
RISB2518	Hemiptera	Aphis glycines	Arsenophonus	Arsenophonus sp.	obligate symbiont
RISB2519	Hemiptera	Aphis glycines	Buchnera	Buchnera aphidicola	obligate symbiont
RISB2520	Coleoptera	Macroplea mutica	Candidatus Macropleicola	Candidatus Macropleicola appendiculatae	None
RISB2521	Coleoptera	Macroplea mutica	Candidatus Macropleicola	Candidatus Macropleicola muticae	None
RISB2522	Coleoptera	Macroplea appendiculata	Candidatus Macropleicola	Candidatus Macropleicola appendiculatae	None
RISB2523	Coleoptera	Macroplea appendiculata	Candidatus Macropleicola	Candidatus Macropleicola muticae	None
RISB2524	Hemiptera	Bactericera cockerelli	Liberibacter	Candidatus liberibacter Psyllaurous	Reduced expression of plant defensive gene in tomato probably for psyllid success
RISB2525	Diptera	Glossina morsitans	Sodalis	Sodalis glossinidius	None
RISB2526	Coleoptera	Dendroctonus frontalis	Streptomyces	Streptomyces	Defense against antagonistic fungus of the beetle's cultivar
RISB2527	Coleoptera	Dendroctonus ponderosae	Grosmannia	Grosmannia clavigera	Oxygenated monoterpenes produced by microbial activity is used as host (beetle) location cues by parasitoids
RISB2528	Hemiptera	Acyrthosiphon pisum	Candidatus Hamiltonella	Hamiltonella defensa	kills parasitoid wasp larvae, allowing aphid hosts to survive and reproduce
RISB2529	Hemiptera	Myzus persicae	Candidatus Regiella	Candidatus Regiella insecticola	be entirely resistant to both parasitoids, Aphidius colemani and Diaeretiella rapae
RISB2530	Hemiptera	Acyrthosiphon pisum	Candidatus Hamiltonella	Candidatus Hamiltonella defensa	provides protection against parasitism by the wasp, Aphidius ervi
RISB2531	Diptera	Glossina spp.	Sodalis	Sodalis glossinidius	quorum sensing primes the oxidative stress response of endosymbiont
RISB2532	Lepidoptera	Manduca sexta	Photorhabdus	Photorhabdus luminescens subsp. laumondii strain TTNone1	produces a small-molecule antibiotic (E)-1,3-dihydroxy-2-(isopropyl)-5-(2-phenylethenyl)benzene (ST) that also acts as an inhibitor of phenoloxidase (PO) in the insect host Manduca sexta.
RISB2533	Diptera	Anopheles stephensi	Asaia	Asaia sp	Asaia sp. strain effectively lodged in the female gut and salivary glands, sites that are crucial for Plasmodium sp. development and transmission
RISB2534	Lepidoptera	Plutella xylostella	None	gut bacteria	None
RISB2535	Lepidoptera	Plutella xylostella	Pseudomonas	Pseudomonas	resistance to pathogenic fungi
RISB2536	Lepidoptera	Plutella xylostella	Serratia	Serratia sp.	activity of chitinase, enhance the larval growth and development
RISB2537	Lepidoptera	Plutella xylostella	Serratia	Serratia marcescens	producing chitinase contribute to host nutrition
RISB2538	Blattodea	Nasutitermes takasagoensis	Enterobacter	Enterobacter sp. ydwj-5	phenol-degrading bacteria
RISB2539	Lepidoptera	Trichoplusia ni	None	Bacteria in food	trigger an immune response cascade and decrease risk of serious infection
RISB2540	Blattodea	Supella longipalpa	Wolbachia	Wolbachia	induces reproductive incompatibility
RISB2541	Blattodea	Supella longipalpa	Blattabacterium	Blattabacterium	None
RISB2542	Hymenoptera	Camponotus	Candidatus Blochmanniella	Blochmannia floridanus	Blochmannia provide essential amino acids to its host,Camponotus floridanus, and that it may also play a role in nitrogen recycling via its functional urease
RISB2543	Hemiptera	Megacopta punctatissima	Candidatus Ishikawella	Candidatus Ishikawella capsulata	Enhance pest status of the insect host
RISB2544	Hemiptera	Daktulosphaira vitifoliae	Pantoea	Pantoea agglomerans	None
RISB2545	Hemiptera	Homalodisca vitripennis	Candidatus Karelsulcia	Candidatus Sulcia muelleri GWSS	responsible for essential amino acid biosynthesis
RISB2546	Hymenoptera	Asobara tabida	None	Wolbachia	influences programmed cell death processes (a host regulatory feature typically targeted by pathogens) in A. tabida, making its presence essential for the wasps' oocytes to mature
RISB2547	Lepidoptera	Eurema hecabe	Wolbachia	Wolbachia	the butterfly Eurema hecabe is infected with two different strains (wHecCI2 and wHecFem2) of the bacterial endosymbiont Wolbachia, genetic males are transformed into functional females, resulting in production of all-female broods.
RISB2548	Hemiptera	Scaphoideus titanus	Candidatus Cardinium	Candidatus Cardinium hertigii	None
RISB2549	Hemiptera	Scaphoideus titanus	Candidatus Cardinium	Candidatus Cardinium hertigii	None
RISB2550	Hymenoptera	Ibalia leucospoides	Amylostereum	Amylostereum areolatum	Fungal volatiles also elicit increased parasitoid activity and may provide information on relative densities of hosts available for parasitization
RISB2551	Diptera	Pseudolynchia canariensis	Arsenophonus	Candidatus Arsenophonus arthropodicus	None
RISB2552	Coleoptera	Coccotrypes dactyliperda	Rickettsia	Rickettsia	required for oogenesis in C. dactyliperda
RISB2553	Coleoptera	Coccotrypes dactyliperda	Wolbachia	Wolbachia	required for oogenesis in C. dactyliperda
RISB2554	Hemiptera	Acyrthosiphon pisum	Candidatus Regiella	Candidatus Regiella insecticola	Regiella reduces winged offspring production and changes the timing of sexual morph production
RISB2555	Hemiptera	Acyrthosiphon pisum	Candidatus Regiella	Regiella insecticola	Acyrthosiphon pisum
RISB2556	Diptera	Exorista sorbillans	Wolbachia	Wolbachia	Wolbachia infection enhanced the fecundity of Exorista sorbillans
RISB2557	Hemiptera	Riptortus clavatus	Burkholderia	Burkholderia	None
RISB2558	Hemiptera	Leptocorisa chinensis	Burkholderia	Burkholderia	None
RISB2559	Hymenoptera	Philanthus triangulum	Streptomyces	Streptomyces	the streptomycetes protect the cocoon from fungal infestation and significantly enhance the survival probability of the larva, possibly by producing antibiotics
RISB2560	Hemiptera	Acyrthosiphon pisum	Candidatus Hamiltonella	Candidatus Hamiltonella defensa	the effects of attack by parasitoid wasps are ameliorated by infection with H. defensa: the wasp larva dies prematurely, allowing the aphid host to develop to the adult stage and to reproduce
RISB2561	Hemiptera	Acyrthosiphon pisum	Candidatus Hamiltonella	Hamiltonella defensa	source of resistance to A. ervi is infection by the facultative bacterial symbiont Hamiltonella defensa
RISB2562	Thysanoptera	Frankliniella occidentalis	Erwinia	Erwinia	the time to maturity is shorter and the oviposi-tion rate is higher in thrips with bacte
RISB2563	Lepidoptera	Samia cynthia	Aeromonas	Aeromonas sp.	producing xylanase
RISB2564	Lepidoptera	Acrolepiopsis assectella	Bacillus	Bacillus spp.	Klebsiella oxytoca and Bacillus spp. produce the volatile alkyl disulfides present in the fecal pellets, which serve as kairomones to attract the parasitoid Diadromus pulchellus to the moth host
RISB2565	Lepidoptera	Acrolepiopsis assectella	Klebsiella	Klebsiella oxytoca	Klebsiella oxytoca and Bacillus spp. produce the volatile alkyl disulfides present in the fecal pellets, which serve as kairomones to attract the parasitoid Diadromus pulchellus to the moth host
RISB2566	Diptera	Ceratitis capitata	Wolbachia	Wolbachia	induced complete cytoplasmic incompatibility in the host
RISB2567	Hymenoptera	Encarsia pergandiella	None	Bacteroidota	include cytoplasmic incompatibility (CI)
RISB2568	Hemiptera	Megacopta punctatissima	Candidatus Ishikawaella	Ishikawaella	Without the symbiont, the babies cannot grow and die
RISB2569	Hemiptera	Baizongia pistaciae	Buchnera	Buchnera aphidicola	support the exploitation of the poor diet of plant-phloem sap by aphids through supplementation of deficient nutrients, primarily essential amino acids
RISB2570	Hymenoptera	Camponotus floridanus	Candidatus Blochmanniella	Blochmannia floridanus	Blochmannia is able to supply nitrogen and sulfur compounds to the host while it takes advantage of the host metabolic machinery
RISB2571	Coleoptera	Multiple species	Pseudomonas	Pseudomonas spp.	Defense against predators
RISB2572	Coleoptera	Paederus fuscipes	Pseudomonas	Pseudomonas	toxins and polyketides have been implicated in the Pseudomonas-mediated protection of Paederus rove beetles against predators
RISB2573	Lepidoptera	Manduca sexta	Photorhabdus	Photorhabdus luminescens	the bacteria are symbiotic with entomopathogenic nematodes but become pathogenic on release from the nematode into the insect blood system
RISB2574	Coleoptera	Callosobruchus chinensis	Wolbachia	wBruCon	caused cytoplasmic incompatibility of the host insect
RISB2575	Coleoptera	Callosobruchus chinensis	Wolbachia	wBruOri	caused cytoplasmic incompatibility of the host insect
RISB2576	Coleoptera	Callosobruchus chinensis	Wolbachia	wBruAus	wBruAus is exceptionally resistant to tetracycline and rifampicin
RISB2577	Diptera	Glossina brevipalpis	Wigglesworthia	Wigglesworthia glossinidia brevipalpis	provide its tsetse host with metabolites such as vitamins
RISB2578	Coleoptera	Callosobruchus chinensis	Wolbachia	Wolbachia	None
RISB2579	Orthoptera	Schistocerca gregaria	Pantoea	Pantoea agglomerans	produces an antifungal and antibacterial molecule serving as antimicrobial defense against gut pathogens
RISB2580	Hymenoptera	Tetraponera binghami	Burkholderia	Burkholderia	Nitrogen fixation
RISB2581	Hemiptera	Dysmicoccus brevipes	Candidatus Tremblaya	Candidatus Tremblaya princeps	None
