序号	记录类型	分类目	分类科	分类亚科	昆虫名称	共生体分类门	共生体分类目	共生体分类属	共生体分类级别	共生体分类阶元	共生体名称	种类	寄生位置	传播模式	功能	功能标签	共生体序列数据	基因组序号	参考文献	doi号	期刊	出版年份	备注
RISB2238	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus cereus	Bacteria	Extracellular	None	process serine- and cysteine-proteinase activities	Digestive enzymes	None	None	Proteolytic activity of gut bacteria isolated from the velvet bean caterpillar Anticarsia gemmatalis	10.1007/s00360-013-0744-5	JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY	2013	None
RISB2239	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus cereus	Bacteria	Extracellular	Vertical	Against plant-derived protease inhibitor; pest control	None	None	None	Proteolytic activity of gut bacteria isolated from the velvet bean caterpillar Anticarsia gemmatalis	10.1007/s00360-013-0744-5	JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY	2013	None
RISB2240	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus gallinarum	Bacteria	Extracellular	Mix-mode	mitigation of the negative effects of proteinase inhibitors produced by the host plant	Plant secondary metabolites	None	None	Proteolytic activity of gut bacteria isolated from the velvet bean caterpillar Anticarsia gemmatalis	10.1007/s00360-013-0744-5	JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY	2013	None
RISB2241	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus mundtii	Bacteria	Extracellular	Mix-mode	mitigation of the negative effects of proteinase inhibitors produced by the host plant	Plant secondary metabolites	None	None	Proteolytic activity of gut bacteria isolated from the velvet bean caterpillar Anticarsia gemmatalis	10.1007/s00360-013-0744-5	JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY	2013	None
RISB2242	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus gallinarum	Bacteria	Extracellular	None	process serine- and cysteine-proteinase activities	Digestive enzymes	None	None	Proteolytic activity of gut bacteria isolated from the velvet bean caterpillar Anticarsia gemmatalis	10.1007/s00360-013-0744-5	JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY	2013	None
RISB2243	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus mundtii	Bacteria	Extracellular	None	process serine- and cysteine-proteinase activities	Digestive enzymes	None	None	Proteolytic activity of gut bacteria isolated from the velvet bean caterpillar Anticarsia gemmatalis	10.1007/s00360-013-0744-5	JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY	2013	None
RISB2244	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus gallinarum	Bacteria	Extracellular	Vertical	Against plant-derived protease inhibitor; pest control	None	None	None	Proteolytic activity of gut bacteria isolated from the velvet bean caterpillar Anticarsia gemmatalis	10.1007/s00360-013-0744-5	JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY	2013	None
RISB2245	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus mundtii	Bacteria	Extracellular	Vertical	Against plant-derived protease inhibitor; pest control	None	None	None	Proteolytic activity of gut bacteria isolated from the velvet bean caterpillar Anticarsia gemmatalis	10.1007/s00360-013-0744-5	JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY	2013	None
RISB2246	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Staphylococcus xylosus	Bacteria	Extracellular	Vertical	Against plant-derived protease inhibitor; pest control	None	None	None	Proteolytic activity of gut bacteria isolated from the velvet bean caterpillar Anticarsia gemmatalis	10.1007/s00360-013-0744-5	JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY	2013	None
RISB2247	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Bacillales	Staphylococcus	Genus	Staphylococcus	Staphylococcus xylosus	Bacteria	None	None	mitigation of the negative effects of proteinase inhibitors produced by the host plant	Plant secondary metabolites	None	None	Proteolytic activity of gut bacteria isolated from the velvet bean caterpillar Anticarsia gemmatalis	10.1007/s00360-013-0744-5	JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY	2013	None
RISB2248	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Bacillales	Staphylococcus	Genus	Staphylococcus	Staphylococcus xylosus	Bacteria	Extracellular	None	process serine- and cysteine-proteinase activities	Digestive enzymes	None	None	Proteolytic activity of gut bacteria isolated from the velvet bean caterpillar Anticarsia gemmatalis	10.1007/s00360-013-0744-5	JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY	2013	None
RISB2249	Symbiont	Blattodea	Blattellidae	None	Blattella germanica	Pseudomonadota	Pseudomonadales	Pseudomonas	Genus	Pseudomonas	Pseudomonas reactans	Bacteria	Extracellular	None	Secrete versatile secondary metabolites; provide protection from parasites and pathogens	Natural enemy resistance	None	None	Pseudomonas reactans, a bacterial strain isolated from the intestinal flora of Blattella germanica with anti-Beauveria bassiana activity	10.1603/EN12347	Environmental Entomology	2013	None
RISB2250	Symbiont	Hemiptera	Alydidae	None	Riptortus pedestris	Pseudomonadota	Burkholderiales	Burkholderia	Genus	Burkholderia	Burkholderia symbiont RPE75 purL mutant	Bacteria	None	None	The host insects infected with these mutants exhibited significantly smaller body size than the host insects infected with the wildtype strain of the Burkholderia symbiont, which is likely due to the lower infection density of the symbiont mutants in the host midgut compared with the wildtype strain	Growth and Development	AB817045	None	Purine biosynthesis-deficient Burkholderia mutants are incapable of symbiotic accommodation in the stinkbug	10.1038/ismej.2013.168	The ISME Journal	2013	None
RISB2251	Symbiont	Hemiptera	Alydidae	None	Riptortus pedestris	Pseudomonadota	Burkholderiales	Burkholderia	Genus	Burkholderia	Burkholderia symbiont RPE75 purM mutant	Bacteria	None	None	The host insects infected with these mutants exhibited significantly smaller body size than the host insects infected with the wildtype strain of the Burkholderia symbiont, which is likely due to the lower infection density of the symbiont mutants in the host midgut compared with the wildtype strain	Growth and Development	AB817044	None	Purine biosynthesis-deficient Burkholderia mutants are incapable of symbiotic accommodation in the stinkbug	10.1038/ismej.2013.168	The ISME Journal	2013	None
RISB2252	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Macrosteles quadrilineatus	Bacteroidota	Flavobacteriales	Candidatus Karelsulcia	Genus	Sulcia	Sulcia muelleri	Bacteria	None	None	provision host insects with the essential amino acids that their hosts can neither synthesize	Nutrient provision	None	None	Small, Smaller, Smallest: The Origins and Evolution of Ancient Dual Symbioses in a Phloem-Feeding Insect	10.1093/gbe/evt118	GENOME BIOLOGY AND EVOLUTION	2013	None
RISB2253	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Macrosteles quadrilineatus	Pseudomonadota	None	Candidatus Nasuia	Genus	Nasuia	Nasuia deltocephalinicola	Bacteria	None	None	provision host insects with the essential amino acids that their hosts can neither synthesize	Nutrient provision	None	None	Small, Smaller, Smallest: The Origins and Evolution of Ancient Dual Symbioses in a Phloem-Feeding Insect	10.1093/gbe/evt118	GENOME BIOLOGY AND EVOLUTION	2013	None
RISB2254	Symbiont	Hemiptera	Alydidae	None	Riptortus pedestris	Pseudomonadota	Burkholderiales	Burkholderia	Genus	Burkholderia	Burkholderia	Bacteria	Intracellular and Extracellular	None	Specific regions MB4 of the midgut of infected hosts exhibit specific antimicrobial activity,which suggests the possibility of symbiont-mediated induction of the antimicrobial activity	Antimicrobials	None	None	Specific midgut region controlling the symbiont population in an insect-microbe gut symbiotic association	10.1128/AEM.02152-13	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2013	None
RISB2255	Symbiont	Hemiptera	Aphididae	Aphidinae	Acyrthosiphon pisum	Pseudomonadota	Enterobacterales	Candidatus Regiella	Genus	Candidatus Regiella	Regiella insecticola	Bacteria	Intracellular	None	protects pea aphids from the aphid-specific fungal entomopathogen Zoophthora occidentalis but not from the generalist insect fungal pathogen Beauveria bassiana	Pathogen interaction	None	None	Symbiont-mediated protection against fungal pathogens in pea aphids: a role for pathogen specificity?	10.1128/AEM.03193-12	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2013	None
RISB2256	Symbiont	Diptera	Glossinidae	None	Glossina palpalis	Pseudomonadota	Enterobacterales	Sodalis	Genus	Sodalis	Sodalis glossinidius	Bacteria	Extracellular	None	flies harbouring this symbiont have three times greater probability of being infected by trypanosomes than flies without the symbiont.	Pathogen interaction	None	None	The bacterial flora of tsetse fly midgut and its effect on trypanosome transmission	10.1016/j.jip.2012.03.029	JOURNAL OF INVERTEBRATE PATHOLOGY	2013	None
RISB2257	Amplicon	Blattodea	Rhinotermitidae	Heterotermitinae	Reticulitermes flavipes	None	None	None	None	None	hindgut lumen prokaryotic microbiota	Bacteria and Fungi	Intracellular and Extracellular	None	thrives on recalcitrant lignocellulosic diets through nutritional symbioses with gut-dwelling prokaryotes and eukaryotes	Digestive enzymes	ERR215681	None	The hindgut lumen prokaryotic microbiota of the termite Reticulitermes flavipes and its responses to dietary lignocellulose composition	10.1111/mec.12230	MOLECULAR ECOLOGY	2013	None
RISB2258	Symbiont	Hymenoptera	Aphelinidae	Aphelininae	Aphytis melinus	Bacteroidota	Flavobacteriales	None	Genus	Candidatus Uzinura	Candidatus Uzinura diaspidicola	Bacteria	Intracellular	None	can provision essential amino acids without a reciprocal bacterial partner	Nutrient provision	CP003263	GISB0037	The nutrient supplying capabilities of Uzinura, an endosymbiont of armoured scale insects	10.1111/1462-2920.12058	ENVIRONMENTAL MICROBIOLOGY	2013	None
RISB2259	Symbiont	Coleoptera	Curculionidae	Lixinae	Conorhynchus palumbus	Pseudomonadota	Enterobacterales	Klebsiella	Genus	Klebsiella	Klebsiella pneumonia	Bacteria	Extracellular	None	provide nitrogen fixation to hosts for desert environments	Nitrogen fixation	JX406864-JX406865	None	Tri-party underground symbiosis between a weevil, bacteria and a desert plant	10.1371/journal.pone.0076588	PloS One	2013	None
RISB2260	Symbiont	Hemiptera	Aphididae	Aphidinae	Acyrthosiphon pisum	Pseudomonadota	Enterobacterales	Candidatus Regiella	Genus	Candidatus Regiella	Regiella	Bacteria	Intracellular	None	against this entomopathogen Pandora neoaphidis, reduce mortality and also decrease fungal sporulation on dead aphids which may help protect nearby genetically identical insects	Pathogen interaction	JX943568	None	Unrelated facultative endosymbionts protect aphids against a fungal pathogen	10.1111/ele.12031	ECOLOGY LETTERS	2013	None
RISB2261	Symbiont	Hemiptera	Aphididae	Aphidinae	Acyrthosiphon pisum	Pseudomonadota	Rickettsiales	Rickettsia	Genus	Rickettsia	Rickettsia	Bacteria	Intracellular	None	against this entomopathogen Pandora neoaphidis, reduce mortality and also decrease fungal sporulation on dead aphids which may help protect nearby genetically identical insects	Pathogen interaction	JX943561-JX943562	None	Unrelated facultative endosymbionts protect aphids against a fungal pathogen	10.1111/ele.12031	ECOLOGY LETTERS	2013	None
RISB2262	Symbiont	Hemiptera	Aphididae	Aphidinae	Acyrthosiphon pisum	Pseudomonadota	Legionellales	Rickettsiella	Genus	Rickettsiella	Rickettsiella	Bacteria	Intracellular	None	against this entomopathogen Pandora neoaphidis, reduce mortality and also decrease fungal sporulation on dead aphids which may help protect nearby genetically identical insects	Pathogen interaction	JX943560	None	Unrelated facultative endosymbionts protect aphids against a fungal pathogen	10.1111/ele.12031	ECOLOGY LETTERS	2013	None
RISB2263	Symbiont	Hemiptera	Aphididae	Aphidinae	Acyrthosiphon pisum	Mycoplasmatota	Entomoplasmatales	Spiroplasma	Genus	Spiroplasma	Spiroplasma	Bacteria	Intracellular	None	against this entomopathogen Pandora neoaphidis, reduce mortality and also decrease fungal sporulation on dead aphids which may help protect nearby genetically identical insects	Pathogen interaction	JX943565-JX943567	None	Unrelated facultative endosymbionts protect aphids against a fungal pathogen	10.1111/ele.12031	ECOLOGY LETTERS	2013	None
RISB2264	Symbiont	Diptera	Drosophilidae	Drosophilinae	Drosophila melanogaster	Mycoplasmatota	Entomoplasmatales	Spiroplasma	Genus	Spiroplasma	Spiroplasma poulsonii	Bacteria	Intracellular	Vertical	Spiroplasma coopts the yolk transport and uptake machinery to colonize the germ line and ensure efficient vertical transmission	None	None	None	Vertical Transmission of a Drosophila Endosymbiont Via Cooption of the Yolk Transport and Internalization Machinery	10.1128/mbio.00532-12	MBIO	2013	None
RISB2265	Symbiont	Diptera	Culicidae	Anophelinae	Anopheles stephensi	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	Vertical	Wolbachia strain wAlbB displays the ability to induce high levels of cytoplasmic incompatibility, wAlbB conferred resistance in the mosquito to the human malaria parasite Plasmodium falciparum	Reproductive manipulation	None	None	Wolbachia Invades Anopheles stephensi Populations and Induces Refractoriness to Plasmodium Infection	10.1126/science.1236192	SCIENCE	2013	None
RISB2266	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Cydia pomonella	Ascomycota	Serinales	Metschnikowia	Genus	Metschnikowia	Metschnikowia	Fungi	None	None	reduce adverse fungal infestations and mortality	Antimicrobials	None	None	“This is not an Apple”–Yeast Mutualism in Codling Moth	10.1007/s10886-012-0158-y	Journal of Chemical Ecology	2012	None
RISB2267	Symbiont	Coleoptera	Attelabidae	None	Heterapoderopsis bicallosicollis	Ascomycota	Eurotiales	Aspergillus	Genus	Aspergillus	Aspergillus sp.	Fungi	Extracellular	None	decreased the levels of soluble carbohydrate, cellulose, and lignin	Digestive enzymes	None	None	A leaf-rolling weevil benefits from general saprophytic fungi in polysaccharide degradation	10.1007/s11829-012-9194-3	ARTHROPOD-PLANT INTERACTIONS	2012	None
RISB2268	Symbiont	Coleoptera	Attelabidae	None	Heterapoderopsis bicallosicollis	Ascomycota	Cladosporiales	Cladosporium	Genus	Cladosporium	Cladosporium sp.	Fungi	Extracellular	None	decreased the levels of soluble carbohydrate, cellulose, and lignin	Digestive enzymes	None	None	A leaf-rolling weevil benefits from general saprophytic fungi in polysaccharide degradation	10.1007/s11829-012-9194-3	ARTHROPOD-PLANT INTERACTIONS	2012	None
RISB2269	Symbiont	Coleoptera	Attelabidae	None	Heterapoderopsis bicallosicollis	Ascomycota	Eurotiales	Penicillium	Genus	Penicillium	Penicillium sp.	Fungi	Extracellular	None	decreased the levels of soluble carbohydrate, cellulose, and lignin	Digestive enzymes	None	None	A leaf-rolling weevil benefits from general saprophytic fungi in polysaccharide degradation	10.1007/s11829-012-9194-3	ARTHROPOD-PLANT INTERACTIONS	2012	None
