ID	Title	Authors	doi	Journal	Publish Time	Species	Symbiont
7017	Genome Sequence of the Pea Aphid Acyrthosiphon pisum	Richards, S; Gibbs, RA; Gerardo, NM; Moran, N; Nakabachi, A; Stern, D; Tagu, D; Wilson, ACC; Muzny, D; Kovar, C; Cree, A; Chacko, J; Chandrabose, MN; Dao, MD; Dinh, HH; Gabisi, RA; Hines, S; Hume, J; Jhangian, SN; Joshi, V; Lewis, LR; Liu, YS; Lopez, J; Morgan, MB; Nguyen, NB; Okwuonu, GO; Ruiz, SJ; Santibanez, J; Wright, RA; Fowler, GR; Hitchens, ME; Lozado, RJ; Moen, C; Steffen, D; Warren, JT; Zhang, JK; Nazareth, LV; Chavez, D; Davis, C; Lee, SL; Patel, BM; Pu, LL; Bell, SN; Johnson, AJ; Vattathil, S; Williams, RL; Shigenobu, S; Dang, PM; Morioka, M; Fukatsu, T; Kudo, T; Miyagishima, SY; Jiang, HY; Worley, KC; Legeai, F; Gauthier, JP; Collin, O; Zhang, L; Chen, HC; Ermolaeva, O; Hlavina, W; Kapustin, Y; Kiryutin, B; Kitts, P; Maglott, D; Murphy, T; Pruitt, K; Sapojnikov, V; Souvorov, A; Thibaud-Nissen, F; Câmara, F; Guigó, R; Stanke, M; Solovyev, V; Kosarev, P; Gilbert, D; Gabaldón, T; Huerta-Cepas, J; Marcet-Houben, M; Pignatelli, M; Moya, A; Rispe, C; Ollivier, M; Quesneville, H; Permal, E; Llorens, C; Futami, R; Hedges, D; Robertson, HM; Alioto, T; Mariotti, M; Nikoh, N; McCutcheon, JP; Burke, G; Kamins, A; Latorre, A; Kudo, T; Moran, NA; Ashton, P; Calevro, F; Charles, H; Colella, S; Douglas, A; Jander, G; Jones, DH; Febvay, G; Kamphuis, LG; Kushlan, PF; Macdonald, S; Ramsey, J; Schwartz, J; Seah, S; Thomas, G; Vellozo, A; Cass, B; Degnan, P; Hurwitz, B; Leonardo, T; Koga, R; Altincicek, B; Anselme, C; Atamian, H; Barribeau, SM; de Vos, M; Duncan, EJ; Evans, J; Ghanim, M; Heddi, A; Kaloshian, I; Vincent-Monegat, C; Parker, BJ; Pérez-Brocal, V; Rahbé, Y; Spragg, CJ; Tamames, J; Tamarit, D; Tamborindeguy, C; Vilcinskas, A; Bickel, RD; Brisson, JA; Butts, T; Chang, CC; Christiaens, O; Davis, GK; Duncan, E; Ferrier, D; Iga, M; Janssen, R; Lu, HL; McGregor, A; Miura, T; Smagghe, G; Smith, J; van der Zee, M; Velarde, R; Wilson, M; Dearden, P; Edwards, OR; Gordon, K; Hilgarth, RS; Rider, SD; Robertson, HM; Srinivasan, D; Walsh, TK; Ishikawa, A; Jaubert-Possamai, S; Fenton, B; Huang, WT; Jones, DH; Rizk, G; Lavenier, D; Nicolas, J; Smadja, C; Robertson, HM; Zhou, JJ; Vieira, FG; He, XL; Liu, RH; Rozas, J; Field, LM; Ashton, PD; Campbell, P; Carolan, JC; Douglas, AE; Fitzroy, CIJ; Reardon, KT; Reeck, GR; Singh, K; Wilkinson, TL; Huybrechts, J; Abdel-latief, M; Robichon, A; Veenstra, JA; Hauser, F; Cazzamali, G; Schneider, M; Williamson, M; Stafflinger, E; Hansen, KK; Grimmelikhuijzen, CJP; Price, DRG; Caillaud, M; van Fleet, E; Ren, QH; Gatehouse, JA; Brault, V; Monsion, B; Diaz, J; Hunnicutt, L; Ju, HJ; Pechuan, X; Aguilar, J; Cortés, T; Ortiz-Rivas, B; Martínez-Torres, D; Dombrovsky, A; Dale, RP; Davies, TGE; Williamson, MS; Jones, A; Sattelle, D; Williamson, S; Wolstenholme, A; Vellozo, A; Cottret, L; Febvay, G; Calevro, F; Sagot, MF; Heckel, DG; Hunter, W; Int Aphid Genomics Consortium	10.1371/journal.pbio.1000313	PLOS BIOLOGY	2010	None	None
7018	The bacterial essence of tiny symbiont genomes	McCutcheon, JP	10.1016/j.mib.2009.12.002	CURRENT OPINION IN MICROBIOLOGY	2010	None	None
7019	Wolbachia: more than just a bug in insects genitals	Saridaki, A; Bourtzis, K	10.1016/j.mib.2009.11.005	CURRENT OPINION IN MICROBIOLOGY	2010	None	None
7020	Hyperthermic aphids: Insights into behaviour and mortality	Hazell, SP; Neve, BP; Groutides, C; Douglas, AE; Blackburn, TM; Bale, JS	10.1016/j.jinsphys.2009.08.022	JOURNAL OF INSECT PHYSIOLOGY	2010	None	None
7021	Indirect Effects of Temperature on Stink Bug Fitness, via Maintenance of Gut-Associated Symbionts	Prado, SS; Hung, KY; Daugherty, MP; Almeida, RPP	10.1128/AEM.02034-09	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2010	None	None
7022	Does mycorrhization influence herbivore-induced volatile emission in Medicago truncatula?	Leitner, M; Kaiser, R; Hause, B; Boland, W; Mithöfer, A	10.1007/s00572-009-0264-z	MYCORRHIZA	2010	None	None
7023	Pathogen Entrapment by Transglutaminase-A Conserved Early Innate Immune Mechanism	Wang, Z; Wilhelmsson, C; Hyrsl, P; Loof, TG; Dobes, P; Klupp, M; Loseva, O; Mörgelin, M; Ikle, J; Cripps, RM; Herwald, H; Theopold, U	10.1371/journal.ppat.1000763	PLOS PATHOGENS	2010	None	None
7024	Bacterial Genes in the Aphid Genome: Absence of Functional Gene Transfer from Buchnera to Its Host	Nikoh, N; McCutcheon, JP; Kudo, T; Miyagishima, S; Moran, NA; Nakabachi, A	10.1371/journal.pgen.1000827	PLOS GENETICS	2010	None	None
7025	Genome size of Pachypsylla venusta (Hemiptera: Psyllidae) and the ploidy of its bacteriocyte, the symbiotic host cell that harbors intracellular mutualistic bacteria with the smallest cellular genome	Nakabachi, A; Koshikawa, S; Miura, T; Miyagishima, S	10.1017/S0007485309006737	BULLETIN OF ENTOMOLOGICAL RESEARCH	2010	None	None
7026	Host races of the pea aphid Acyrthosiphon pisum differ in male wing phenotypes	Frantz, A; Plantegenest, M; Simon, JC	10.1017/S0007485309006750	BULLETIN OF ENTOMOLOGICAL RESEARCH	2010	None	None
7027	Cotesia plutellae Bracovirus Suppresses Expression of an Antimicrobial Peptide, Cecropin, in the Diamondback Moth, Plutella xylostella, Challenged by Bacteria	Barandoc, KP; Kim, J; Kim, Y	10.1007/s12275-009-9261-3	JOURNAL OF MICROBIOLOGY	2010	None	None
7028	Comparative Genomic and Phylogenetic Analyses Reveal the Evolution of the Core Two-Component Signal Transduction Systems in Enterobacteria	Qi, MS; Sun, FJ; Caetano-Anollés, G; Zhao, YF	10.1007/s00239-009-9318-2	JOURNAL OF MOLECULAR EVOLUTION	2010	None	None
7029	Stable isotope investigation of a cryptic ant-plant association: Myrmelachista flavocotea (Hymenoptera, Formicidae) and Ocotea spp. (Lauraceae)	McNett, K; Longino, J; Barriga, P; Vargas, O; Phillips, K; Sagers, CL	10.1007/s00040-009-0051-z	INSECTES SOCIAUX	2010	None	None
7030	Predisposition to bark beetle attack by root herbivores and associated pathogens: Roles in forest decline, gap formation, and persistence of endemic bark beetle populations	Aukema, BH; Zhu, J; Moller, J; Rasmussen, JG; Raffa, KF	10.1016/j.foreco.2009.10.032	FOREST ECOLOGY AND MANAGEMENT	2010	None	None
7031	Wolbachia as a bacteriocyte-associated nutritional mutualist	Hosokawa, T; Koga, R; Kikuchi, Y; Meng, XY; Fukatsu, T	10.1073/pnas.0911476107	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2010	None	None
7032	Regulating Alternative Lifestyles in Entomopathogenic Bacteria	Crawford, JM; Kontnik, R; Clardy, J	10.1016/j.cub.2009.10.059	CURRENT BIOLOGY	2010	None	None
7033	Catalytic properties of a GH10 endo-β-1,4-xylanase from Streptomyces thermocarboxydus HY-15 isolated from the gut of Eisenia fetida	Kim, DY; Han, MK; Oh, HW; Park, DS; Kim, SJ; Lee, SG; Shin, DH; Son, KH; Bae, KS; Park, HY	10.1016/j.molcatb.2009.08.015	JOURNAL OF MOLECULAR CATALYSIS B-ENZYMATIC	2010	None	None
7034	Phylogeography of the Coccus scale insects inhabiting myrmecophytic Macaranga plants in Southeast Asia	Ueda, S; Quek, SP; Itioka, T; Murase, K; Itino, T	10.1007/s10144-009-0162-4	POPULATION ECOLOGY	2010	None	None
7035	Manipulation of the microbiota of mass-reared Mediterranean fruit flies Ceratitis capitata (Diptera: Tephritidae) improves sterile male sexual performance	Ben Ami, E; Yuval, B; Jurkevitch, E	10.1038/ismej.2009.82	ISME JOURNAL	2010	None	None
7036	Evolutionary diversification of the gall midge genus Asteromyia (Cecidomyiidae) in a multitrophic ecological context	Stireman, JO; Devlin, H; Carr, TG; Abbot, P	10.1016/j.ympev.2009.09.010	MOLECULAR PHYLOGENETICS AND EVOLUTION	2010	None	None
7037	Microbial associations in gut systems of wood- and bark-inhabiting longhorned beetles [Coleoptera: Cerambycidae]	Grünwald, S; Pilhofer, M; Höll, W	10.1016/j.syapm.2009.10.002	SYSTEMATIC AND APPLIED MICROBIOLOGY	2010	None	None
7038	Two new Harpellales inhabiting the digestive tracts of midge larvae and other trichomycetes from Tianshan Mountains, China	Wang, J; Xu, SQ; Strongman, DB	10.3852/08-223	MYCOLOGIA	2010	None	None
7039	Elevated CO2 and aboveground-belowground herbivory by the clover root weevil	Johnson, SN; McNicol, JW	10.1007/s00442-009-1428-4	OECOLOGIA	2010	None	None
7040	CHARACTERIZATION OF FOUR ESTERASE GENES AND ESTERASE ACTIVITY FROM THE GUT OF THE TERMITE Reticulitermes flavipes	Wheeler, MM; Tarver, MR; Coy, MR; Scharf, ME	10.1002/arch.20333	ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY	2010	None	None
7041	The Spiroplasma heritable bacterial endosymbiont of Drosophila	Haselkorn, TS	10.4161/fly.4.1.10883	FLY	2010	None	None
7042	Variation in Endophyte Symbiosis, Herbivory and Drought Tolerance of Ammophila breviligulata Populations in the Great Lakes Region	Emery, SM; Thompson, D; Rudgers, JA	10.1674/0003-0031-163.1.186	AMERICAN MIDLAND NATURALIST	2010	None	None
7043	Phylogenetic Position and Morphology of Spirotrichosomidae (Parabasalia): New Evidence from Leptospironympha of Cryptocercus punctulatus	Carpenter, KJ; Horak, A; Keeling, PJ	10.1016/j.protis.2009.06.003	PROTIST	2010	None	None
7044	Parabiotic associations between tropical ants: equal partnership or parasitic exploitation?	Menzel, F; Blüthgen, N	10.1111/j.1365-2656.2009.01628.x	JOURNAL OF ANIMAL ECOLOGY	2010	None	None
7045	CYTOPLASMIC INCOMPATIBILITY IN POPULATIONS WITH OVERLAPPING GENERATIONS	Turelli, M	10.1111/j.1558-5646.2009.00822.x	EVOLUTION	2010	None	None
7046	Can the failure to punish promote cheating in mutualism?	Edwards, DP; Ansell, FA; Woodcock, P; Fayle, TM; Chey, VK; Hamer, KC	10.1111/j.1600-0706.2009.17591.x	OIKOS	2010	None	None
7047	Asexual endophytes and associated alkaloids alter arthropod community structure and increase herbivore abundances on a native grass	Jani, AJ; Faeth, SH; Gardner, D	10.1111/j.1461-0248.2009.01401.x	ECOLOGY LETTERS	2010	None	None
7048	Cellulolytic Systems in Insects	Watanabe, H; Tokuda, G	10.1146/annurev-ento-112408-085319	ANNUAL REVIEW OF ENTOMOLOGY	2010	None	None
7049	Do plants and insects share the same symbionts?	Caspi-Fluger, A; Zchori-Fein, E	10.1560/IJPS.58.2.113	ISRAEL JOURNAL OF PLANT SCIENCES	2010	None	None
7050	The pea aphid genome sequence brings theories of insect defense into question	Elsik, CG	10.1186/gb-2010-11-2-106	GENOME BIOLOGY	2010	None	None
7051	An attempt to reconstruct the natural and cultural history of the granary weevil, Sitophilus granarius (Coleoptera: Curculionidae)	Plarre, R	10.14411/eje.2010.001	EUROPEAN JOURNAL OF ENTOMOLOGY	2010	None	None
7052	On-farm selection for quality and resistance to pest/diseases of cocoa in Sulawesi: (ii) quality and performance of selections against Phytophthora pod rot and vascular-streak dieback	McMahon, P; Purwantara, A; Susilo, AW; Sukamto, S; Wahab, A; bin Purung, H; Hidayat, M; Ismail, D; Taproni, T; Lambert, S; Guest, D; Keane, P	10.1080/09670874.2010.503284	INTERNATIONAL JOURNAL OF PEST MANAGEMENT	2010	None	None
7053	Evolution of Immunosuppressive Organelles from DNA Viruses in Insects	Federici, BA; Bigot, Y	10.1007/978-3-642-12340-5_14		2010	None	None
7054	Immunity and other defenses in pea aphids, Acyrthosiphon pisum	Gerardo, NM; Altincicek, B; Anselme, C; Atamian, H; Barribeau, SM; De Vos, M; Duncan, EJ; Evans, JD; Gabaldón, T; Ghanim, M; Heddi, A; Kaloshian, I; Latorre, A; Moya, A; Nakabachi, A; Parker, BJ; Pérez-Brocal, V; Pignatelli, M; Rahbé, Y; Ramsey, JS; Spragg, CJ; Tamames, J; Tamarit, D; Tamborindeguy, C; Vincent-Monegat, C; Vilcinskas, A	10.1186/gb-2010-11-2-r21	GENOME BIOLOGY	2010	None	None
7055	Isolation and identification of culturable forms of bacteria from the sweet potato whitefly Bemesia tabaci Genn. (Homoptera: Aleyrodidae) in Jordan	Ateyyat, MA; Shatnawi, M; Al-Mazra'awi, M	10.3906/tar-0902-35	TURKISH JOURNAL OF AGRICULTURE AND FORESTRY	2010	None	None
7056	Plants versus pathogens: an evolutionary arms race	Anderson, JP; Gleason, CA; Foley, RC; Thrall, PH; Burdon, JB; Singh, KB	10.1071/FP09304	FUNCTIONAL PLANT BIOLOGY	2010	None	None
7057	Association of Exoenzyme-producing Bacteria with Chironomid larvae (Diptera: Chironomidae) in relation to the Feeding Habit	Basu, A; Ghosh, K; Hazra, N; Mazumdar, A	10.1127/entom.gen/32/2010/227	ENTOMOLOGIA GENERALIS	2010	None	None
7058	Development of a bird-deterrent fungal endophyte in turf tall fescue	Pennell, CGL; Rolston, MP; De Bonth, A; Simpson, WR; Hume, DE	10.1080/00288231003777681	NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH	2010	None	None
7059	Effectors, effectors et toujours des effectors	Lebrun, MH; Kamoun, S	10.1111/j.1469-8137.2010.03238.x	NEW PHYTOLOGIST	2010	None	None
7060	Domestication of New Mediterranean Annual Pasture Legumes	Nichols, P; Loi, A; Nutt, B; Snowball, R; Revell, C	10.1007/978-90-481-8706-5_19		2010	None	None
7061	A Mathematical Model for the Bee Hive of Apis Mellifera	Antonioni, A; Bellom, FE; Montabone, A; Venturino, E; Simos, TE	10.1063/1.3498578		2010	None	None
7062	Do the costs and benefits of fungal endophyte symbiosis vary with light availability?	Davitt, AJ; Stansberry, M; Rudgers, JA	10.1111/j.1469-8137.2010.03428.x	NEW PHYTOLOGIST	2010	None	None
7063	The impact of arbuscular mycorrhizal fungi on strawberry tolerance to root damage and drought stress	Borowicz, VA	10.1016/j.pedobi.2010.01.001	PEDOBIOLOGIA	2010	None	None
7064	Complex interactions among host pines and fungi vectored by an invasive bark beetle	Lu, M; Wingfield, MJ; Gillette, NE; Mori, SR; Sun, JH	10.1111/j.1469-8137.2010.03316.x	NEW PHYTOLOGIST	2010	None	None
7065	Ectomycorrhizal fungi and interspecific competition: species interactions, community structure, coexistence mechanisms, and future research directions	Kennedy, P	10.1111/j.1469-8137.2010.03399.x	NEW PHYTOLOGIST	2010	None	None
7066	The complete genome sequence of Xanthomonas albilineans provides new insights into the reductive genome evolution of the xylem-limited Xanthomonadaceae	Pieretti, I; Royer, M; Barbe, V; Carrere, S; Koebnik, R; Cociancich, S; Couloux, A; Darrasse, A; Gouzy, J; Jacques, MA; Lauber, E; Manceau, C; Mangenot, S; Poussier, S; Segurens, B; Szurek, B; Verdier, V; Arlat, M; Rott, P	10.1186/1471-2164-10-616	BMC GENOMICS	2009	None	None
7067	One nutritional symbiosis begat another: Phylogenetic evidence that the ant tribe Camponotini acquired Blochmannia by tending sap-feeding insects	Wernegreen, JJ; Kauppinen, SN; Brady, SG; Ward, PS	10.1186/1471-2148-9-292	BMC EVOLUTIONARY BIOLOGY	2009	None	None
7068	Pathogenicity of Life-Shortening Wolbachia in Aedes albopictus after Transfer from Drosophila melanogaster	Suh, E; Mercer, DR; Fu, YQ; Dobson, SL	10.1128/AEM.01331-09	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2009	None	None
7069	Hygienic behavior, liquid-foraging, and trophallaxis in the leaf-cutting ants, Acromyrmex subterraneus and Acromyrmex octospinosus	Richard, FJ; Errard, C	10.1673/031.009.6301	JOURNAL OF INSECT SCIENCE	2009	None	None
7070	Asaia, a versatile acetic acid bacterial symbiont, capable of cross-colonizing insects of phylogenetically distant genera and orders	Crotti, E; Damiani, C; Pajoro, M; Gonella, E; Rizzi, A; Ricci, I; Negri, I; Scuppa, P; Rossi, P; Ballarini, P; Raddadi, N; Marzorati, M; Sacchi, L; Clementi, E; Genchi, M; Mandrioli, M; Bandi, C; Favia, G; Alma, A; Daffonchio, D	10.1111/j.1462-2920.2009.02048.x	ENVIRONMENTAL MICROBIOLOGY	2009	None	None
7071	Actinobacteria as mutualists: general healthcare for insects?	Kaltenpoth, M	10.1016/j.tim.2009.09.006	TRENDS IN MICROBIOLOGY	2009	None	None
7072	Computational Biology Methods and Their Application to the Comparative Genomics of Endocellular Symbiotic Bacteria of Insects	Commins, J; Toft, C; Fares, MA	10.1007/s12575-009-9004-1	BIOLOGICAL PROCEDURES ONLINE	2009	None	None
7073	Symbionts of societies that fission: mites as guests or parasites of army ants	Berghoff, SM; Wurst, E; Ebermann, E; Sendova-Franks, AB; Rettenmeyer, CW; Franks, NR	10.1111/j.1365-2311.2009.01125.x	ECOLOGICAL ENTOMOLOGY	2009	None	None
7074	Recombinant expression and characterization of a lysozyme from the midgut of Triatoma brasiliensis (Hemiptera, Reduviidae) in comparison with intestinal muramidase activity	Waniek, PJ; Mendonça-Lima, L; Menezes, GB; Jansen, AM; Araújo, CAC	10.1111/j.1365-3032.2009.00691.x	PHYSIOLOGICAL ENTOMOLOGY	2009	None	None
7075	Characterization and evolution of two bacteriome-inhabiting symbionts in cixiid planthoppers (Hemiptera: Fulgoromorpha: Pentastirini)	Bressan, A; Arneodo, J; Simonato, M; Haines, WP; Boudon-Padieu, E	10.1111/j.1462-2920.2009.02055.x	ENVIRONMENTAL MICROBIOLOGY	2009	None	None
7076	Enforced herbivory on Canavalia ensiformis and Tithonia diversifolia and its effects on leaf-cutting ants, Atta cephalotes	Valderrama-Eslava, EI; Montoya-Lerma, J; Giraldo, C	10.1111/j.1439-0418.2009.01421.x	JOURNAL OF APPLIED ENTOMOLOGY	2009	None	None
7077	Adaptation of the externally feeding bug Elasmucha necopinata (Hemiptera: Acanthosomatidae) to its fig host	Ma, GC; Hu, HY; Niu, LM; Fu, YG; Peng, ZQ; Bu, WJ; Huang, DW	10.1007/s13199-009-0048-4	SYMBIOSIS	2009	None	None
7078	Molecular and biochemical characterization of three bacterial symbionts of fruit fly, Bactrocera tau (Tephritidae: Diptera)	Prabhakar, CS; Sood, P; Kapoor, V; Kanwar, SS; Mehta, PK; Sharma, PN	10.2323/jgam.55.479	JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY	2009	None	None
7079	Toxicity of Endophyte-Infected Tall Fescue Alkaloids and Grass Metabolites on Pratylenchus scribneri	Bacetty, AA; Snook, ME; Glenn, AE; Noe, JP; Hill, N; Culbreath, A; Timper, P; Nagabhyru, P; Bacon, CW	10.1094/PHYTO-99-12-1336	PHYTOPATHOLOGY	2009	None	None
7080	Further Evidence for the Absence of Bacteria in Horsehair Worms (Nematomorpha: Gordiidae)	Hudson, AJ; Floate, KD	10.1645/GE-2145.1	JOURNAL OF PARASITOLOGY	2009	None	None
7081	Ophiostoma denticiliatum sp nov and other Ophiostoma species associated with the birch bark beetle in southern Norway	Linnakoski, R; de Beer, ZW; Rousi, M; Solheim, H; Wingfield, MJ	10.3767/003158509X468038	PERSOONIA	2009	None	None
7082	Stable isotope fingerprinting: a novel method for identifying plant, fungal, or bacterial origins of amino acids	Larsen, T; Taylor, DL; Leigh, MB; O'Brien, DM	10.1890/08-1695.1	ECOLOGY	2009	None	None
7083	Biochemical Characteristics of Immune-Associated Phospholipase A2 and Its Inhibition by an Entomopathogenic Bacterium, Xenorhabdus nematophila	Shrestha, S; Kim, Y	10.1007/s12275-009-0145-3	JOURNAL OF MICROBIOLOGY	2009	None	None
7084	Trichoderma species form endophytic associations within Theobroma cacao trichomes	Bailey, BA; Strem, MD; Wood, D	10.1016/j.mycres.2009.09.004	MYCOLOGICAL RESEARCH	2009	None	None
7085	Molecular Evidences for the Biosynthesis of Pederin by Endosymbiont	Liu, ZP; Wu, X; Wang, JJ; Huang, F	10.1016/S1671-2927(08)60346-6	AGRICULTURAL SCIENCES IN CHINA	2009	None	None
7086	The Olive Fly Endosymbiont, "Candidatus Erwinia dacicola," Switches from an Intracellular Existence to an Extracellular Existence during Host Insect Development	Estes, AM; Hearn, DJ; Bronstein, JL; Pierson, EA	10.1128/AEM.00778-09	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2009	None	None
7087	Impact of Host Developmental Age on the Transcriptome of the Symbiotic Bacterium Buchnera aphidicola in the Pea Aphid (Acyrthosiphon pisum)	Bermingham, J; Rabatel, A; Calevro, F; Viñuelas, J; Febvay, G; Charles, H; Douglas, A; Wilkinson, T	10.1128/AEM.01472-09	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2009	None	None
7088	Novel GH10 Xylanase, with a Fibronectin Type 3 Domain, from Cellulosimicrobium sp Strain HY-13, a Bacterium in the Gut of Eisenia fetida	Kim, DY; Han, MK; Park, DS; Lee, JS; Oh, HW; Shin, DH; Jeong, TS; Kim, SU; Bae, KS; Son, KH; Park, HY	10.1128/AEM.01075-09	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2009	None	None
7089	Beyond society: the evolution of organismality	Queller, DC; Strassmann, JE	10.1098/rstb.2009.0095	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	2009	None	None
7090	Destruction of spirochete Borrelia burgdorferi round-body propagules (RBs) by the antibiotic Tigecycline	Brorson, O; Brorson, SH; Scythes, J; MacAllister, J; Wier, A; Margulis, L	10.1073/pnas.0908236106	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2009	None	None
7091	Same Host-Plant, Different Sterols: Variation in Sterol Metabolism in an Insect Herbivore Community	Janson, EM; Grebenok, RJ; Behmer, ST; Abbot, P	10.1007/s10886-009-9713-6	JOURNAL OF CHEMICAL ECOLOGY	2009	None	None
7092	Diversity and Phylogeny of Cardinium (Bacteroidetes) in Armored Scale Insects (Hemiptera: Diaspididae)	Gruwell, ME; Wu, J; Normark, BB	10.1603/008.102.0613	ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA	2009	None	None
7093	Halocladius variabilis (Diptera: Chironomidae): a marine insect symbiotic with seaweeds from the White Sea, Russia	Tarakhovskaya, ER; Garbary, DJ	10.1017/S0025315409000071	JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM	2009	None	None
7094	Vector Transmission of a Plant-Pathogenic Bacterium in the Arsenophonus Clade Sharing Ecological Traits with Facultative Insect Endosymbionts	Bressan, A; Sémétey, O; Arneodo, J; Lherminier, J; Boudon-Padieu, E	10.1094/PHYTO-99-11-1289	PHYTOPATHOLOGY	2009	None	None
7095	Bacterial Community and Nitrogen Fixation in the Red Turpentine Beetle, Dendroctonus valens LeConte (Coleoptera: Curculionidae: Scolytinae)	Morales-Jiménez, J; Zúñiga, G; Villa-Tanaca, L; Hernández-Rodríguez, C	10.1007/s00248-009-9548-2	MICROBIAL ECOLOGY	2009	None	None
7096	Biological Characterisation of Haliclona (?gellius) sp.: Sponge and Associated Microorganisms	Sipkema, D; Holmes, B; Nichols, SA; Blanch, HW	10.1007/s00248-009-9534-8	MICROBIAL ECOLOGY	2009	None	None
7097	Systemic analysis of the symbiotic function of Buchnera aphidicola, the primary endosymbiont of the pea aphid Acyrthosiphon pisum	Brinza, L; Viñuelas, J; Cottret, L; Calevro, F; Rahbé, Y; Febvay, G; Duport, G; Colella, S; Rabatel, A; Gautier, C; Fayard, JM; Sagot, MF; Charles, H	10.1016/j.crvi.2009.09.007	COMPTES RENDUS BIOLOGIES	2009	None	None
